goal	rule	score
friend(_EX2, ron_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X1, Y1)	house(hagrid, Y1)	0
friend(dumbledore, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(dumbledore, ron_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(dumbledore, _EX5)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(molly_weasley, cedric_diggory)	0
friend(X, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(xenophilius_lovegood, neville_longbottom)	0
female(X0)	female(neville_longbottom)	0
friend(bill_weasley, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(james_potter, lucius_malfoy)	0
friend(X, crabbe)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X2)	male(cho_chang)	0
friend(crabbe, Z)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X0, Y0)	house(lily_potter, Y0)	0
female(X0)	female(voldemort)	0
parent(Z2, X2)	parent(petunia_dursley, fred_weasley)	0
friend(george_weasley, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X2, Y2)	house(sirius_black, Y2)	0
friend(bill_weasley, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(draco_malfoy, sirius_black)	0
friend(george_weasley, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
at(Y0, X0)	at(Y0, cedric_diggory)	0
friend(_EX6, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
female(X0)	female(ron_weasley)	0
friend(Z, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(hermione_granger, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(_EX1)	male(luna_lovegood)	0
friend(_EX3, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(dumbledore, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(lucius_malfoy, fred_weasley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(luna_lovegood, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(molly_weasley, neville_longbottom)	0
friend(_EX0, remus_lupin)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(george_weasley, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(X0, Y0)	parent(umbridge, _EX2)	0
sibling(neville_longbottom, fred_weasley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(fred_weasley, _EX4)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(neville_longbottom, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX0, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(fred_weasley, crabbe)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX2, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(goyle, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(hermione_granger, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX2, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X0)	male(molly_weasley)	0
parent(Z2, X2)	parent(draco_malfoy, harry_potter)	0
friend(_EX6, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
female(X0)	female(goyle)	0
friend(bill_weasley, crabbe)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
female(X0)	female(cedric_diggory)	0
friend(_EX3, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(remus_lupin, remus_lupin)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(molly_weasley, dudley_dursley)	0
friend(remus_lupin, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX2, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X2)	male(ginny_weasley)	0
sibling(bill_weasley, _EX5)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
parent(X0, Y0)	parent(mcgonagall, _EX2)	0
at(Y0, X0)	at(Y0, arthur_weasley)	0
friend(X, Y)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(luna_lovegood, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(goyle, fred_weasley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(X, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
female(X0)	female(draco_malfoy)	0
female(X0)	female(harry_potter)	0
friend(Y, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
female(X0)	female(charlie_weasley)	0
friend(_EX6, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X0, Y0)	house(fleur_delacour, Y0)	0
house(X0, Y0)	house(hagrid, Y0)	0
parent(Z2, X2)	parent(molly_weasley, sirius_black)	0
parent(Z2, X2)	parent(arthur_weasley, sirius_black)	0
friend(dumbledore, Z)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(X, _EX4)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(goyle, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(bill_weasley, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(crabbe, _EX6)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(X, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(neville_longbottom, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(ron_weasley, ron_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(fred_weasley, _EX5)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX2, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(ron_weasley, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(george_weasley, _EX6)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X0, Y0)	house(petunia_dursley, Y0)	0
friend(neville_longbottom, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X0)	male(tonks)	0
friend(_EX6, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(draco_malfoy, draco_malfoy)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(dumbledore, _EX2)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X0, Y0)	house(dudley_dursley, Y0)	0
wizard(mcgonagall)	wizard(X) :- house(X, Y), male(X)	0
friend(crabbe, ron_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX4, ron_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(draco_malfoy, cedric_diggory)	0
house(X0, Y0)	house(sirius_black, Y0)	0
friend(Z, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(arthur_weasley, voldemort)	0
male(X0)	male(madame_maxime)	0
friend(crabbe, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(goyle, _EX5)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(Z, remus_lupin)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(neville_longbottom, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(molly_weasley, arthur_weasley)	0
male(X0)	male(book_of_monsters)	0
friend(_EX4, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(arthur_weasley, arthur_weasley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
parent(Z2, X2)	parent(lily_potter, sirius_black)	0
female(X0)	female(bill_weasley)	0
house(X0, Y0)	house(victor_krum, Y0)	0
male(_EX6)	male(ginny_weasley)	0
parent(X0, Y0)	parent(madame_maxime, _EX2)	0
wizard(dumbledore)	wizard(X) :- house(X, Y), male(X)	0
friend(hermione_granger, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(luna_lovegood, dumbledore)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(bill_weasley, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(draco_malfoy, crabbe)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(crabbe, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(luna_lovegood, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(goyle, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(dumbledore, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
at(Y0, X0)	at(Y0, dudley_dursley)	0
friend(hermione_granger, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(ginny_weasley)	male(ginny_weasley)	0
friend(george_weasley, crabbe)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(george_weasley, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(bill_weasley, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(molly_weasley, harry_potter)	0
friend(fred_weasley, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X0)	male(luna_lovegood)	0
friend(goyle, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X2, Y2)	house(dumbledore, Y2)	0
male(X1)	male(cho_chang)	0
friend(george_weasley, dumbledore)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(neville_longbottom, Z)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
female(X0)	female(severus_snape)	0
female(X0)	female(peter_pettigrew)	0
friend(dumbledore, remus_lupin)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X0)	male(kreacher)	0
friend(goyle, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(george_weasley, remus_lupin)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX4, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(bill_weasley, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(fred_weasley, _EX6)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(Y, ron_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(crabbe, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(luna_lovegood, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(_EX5)	male(luna_lovegood)	0
sibling(voldemort, fred_weasley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(luna_lovegood, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(ron_weasley, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(xenophilius_lovegood, harry_potter)	0
friend(bill_weasley, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(goyle, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
female(X0)	female(fred_weasley)	0
friend(fred_weasley, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(george_weasley, Z)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z0, X0)	parent(vernon_dursley, ron_weasley)	0
friend(luna_lovegood, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X0, Y0)	house(vernon_dursley, Y0)	0
friend(fred_weasley, Z)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX2, dumbledore)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(dumbledore, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X0, Y0)	house(tonks, Y0)	0
friend(crabbe, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(neville_longbottom, neville_longbottom)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(_EX3, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
at(Y0, X0)	at(Y0, james_potter)	0
friend(dumbledore, _EX6)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X0)	male(ginny_weasley)	0
friend(crabbe, dumbledore)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX2, remus_lupin)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
at(Y0, X0)	at(Y0, vernon_dursley)	0
male(X2)	male(molly_weasley)	0
friend(_EX0, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X1, Y1)	house(remus_lupin, Y1)	0
friend(goyle, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(james_potter, sirius_black)	0
parent(Z2, X2)	parent(arthur_weasley, arthur_weasley)	0
sibling(dumbledore, dumbledore)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(bill_weasley, dumbledore)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(fred_weasley, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(neville_longbottom, _EX6)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(victor_krum, _EX5)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(dumbledore, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(_EX5)	male(ginny_weasley)	0
parent(Z2, X2)	parent(molly_weasley, charlie_weasley)	0
friend(fred_weasley, crabbe)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(X0, Y0)	parent(tonks, _EX2)	0
friend(crabbe, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(ron_weasley, dumbledore)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX6, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X0)	male(mcgonagall)	0
friend(dumbledore, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
at(Y0, X0)	at(Y0, james_potter)	0
friend(crabbe, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
female(X0)	female(charlie_weasley)	0
friend(X, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX2, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(crabbe, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(neville_longbottom, neville_longbottom)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(_EX2, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(arthur_weasley, fred_weasley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
parent(Z2, X2)	parent(vernon_dursley, harry_potter)	0
male(X0)	male(kreacher)	0
friend(_EX6, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(X0, Y0)	parent(ginny_weasley, _EX2)	0
friend(hermione_granger, dumbledore)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(bill_weasley, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(harry_potter, fred_weasley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
parent(X0, Y0)	parent(tonks, _EX2)	0
male(X1)	male(luna_lovegood)	0
friend(fred_weasley, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(molly_weasley, victor_krum)	0
friend(fred_weasley, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z0, X0)	parent(lily_potter, george_weasley)	0
friend(ron_weasley, remus_lupin)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(crabbe, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(neville_longbottom, ron_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(crabbe, _EX5)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(_EX3, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX6, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(voldemort, fred_weasley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(george_weasley, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X0)	male(butterbeer)	0
male(X1)	male(molly_weasley)	0
friend(_EX2, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(james_potter, lucius_malfoy)	0
friend(Z, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X0, Y0)	house(tonks, Y0)	0
friend(ron_weasley, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X0, Y0)	house(petunia_dursley, Y0)	0
friend(remus_lupin, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(crabbe, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X2)	male(severus_snape)	0
mutual_friend(_EX2, _EX2, bill_weasley)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	0
friend(fred_weasley, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX4, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(arthur_weasley, cedric_diggory)	0
friend(X, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(draco_malfoy, crabbe)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X2)	male(luna_lovegood)	0
friend(fred_weasley, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X2)	male(ginny_weasley)	0
friend(_EX0, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(vernon_dursley, vernon_dursley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
male(X2)	male(severus_snape)	0
friend(hermione_granger, ron_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX2, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX2, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(bill_weasley, fred_weasley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(Y, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(neville_longbottom, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(hagrid, _EX5)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(Z, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(X, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(george_weasley, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(fred_weasley, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX2, crabbe)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
at(Y0, X0)	at(Y0, goyle)	0
sibling(bill_weasley, bill_weasley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
parent(X0, Y0)	parent(tonks, _EX2)	0
male(_EX6)	male(luna_lovegood)	0
friend(_EX6, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(molly_weasley, dudley_dursley)	0
parent(X0, Y0)	parent(tonks, _EX2)	0
male(X0)	male(cho_chang)	0
friend(_EX3, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(neville_longbottom, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X0)	male(kreacher)	0
sibling(voldemort, voldemort)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
female(X0)	female(cedric_diggory)	0
friend(george_weasley, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(neville_longbottom, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(draco_malfoy, sirius_black)	0
male(X0)	male(trelawney)	0
friend(neville_longbottom, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X0, Y0)	house(dudley_dursley, Y0)	0
house(X1, Y1)	house(dudley_dursley, Y1)	0
male(_EX6)	male(luna_lovegood)	0
male(X0)	male(slughorn)	0
friend(_EX0, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(goyle, _EX5)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(luna_lovegood, crabbe)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(fred_weasley, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
female(X0)	female(fred_weasley)	0
friend(george_weasley, _EX5)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX3, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(arthur_weasley, lucius_malfoy)	0
friend(neville_longbottom, crabbe)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
mutual_friend(_EX2, _EX2, bill_weasley)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	0
friend(fred_weasley, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(ron_weasley, ron_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX4, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(Y, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(ron_weasley, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(crabbe, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(ron_weasley, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(petunia_dursley, sirius_black)	0
friend(_EX2, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X1)	male(luna_lovegood)	0
sibling(draco_malfoy, _EX5)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(_EX3, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(X, Y)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(X, Z)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(crabbe, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X1)	male(severus_snape)	0
house(X2, Y2)	house(vernon_dursley, Y2)	0
parent(X0, Y0)	parent(bellatrix_lestrange, _EX2)	0
friend(hermione_granger, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X1, Y1)	house(vernon_dursley, Y1)	0
friend(X, crabbe)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
at(Y0, X0)	at(Y0, crabbe)	0
friend(Y, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(crabbe, dumbledore)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX2, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX6, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX0, remus_lupin)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(goyle, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(goyle, Z)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(xenophilius_lovegood, sirius_black)	0
friend(george_weasley, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(george_weasley, Z)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(bill_weasley, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(molly_weasley, harry_potter)	0
parent(Z2, X2)	parent(arthur_weasley, arthur_weasley)	0
parent(Z2, X2)	parent(arthur_weasley, charlie_weasley)	0
male(X0)	male(tonks)	0
friend(remus_lupin, _EX5)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(bill_weasley, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(Y, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(remus_lupin, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(george_weasley, _EX2)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(luna_lovegood, ron_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X2, Y2)	house(hagrid, Y2)	0
friend(remus_lupin, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(neville_longbottom, ron_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X0, Y0)	house(dudley_dursley, Y0)	0
male(X1)	male(molly_weasley)	0
male(X0)	male(dementors)	0
parent(X0, Y0)	parent(tonks, _EX2)	0
friend(_EX4, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(george_weasley, Z)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X0, Y0)	house(dudley_dursley, Y0)	0
friend(_EX3, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
